Respondent,Professional,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,YearsCodedJobPast,DeveloperType,WebDeveloperType,MobileDeveloperType,NonDeveloperType,CareerSatisfaction,JobSatisfaction,ExCoderReturn,ExCoderNotForMe,ExCoderBalance,ExCoder10Years,ExCoderBelonged,ExCoderSkills,ExCoderWillNotCode,ExCoderActive,PronounceGIF,ProblemSolving,BuildingThings,LearningNewTech,BoringDetails,JobSecurity,DiversityImportant,AnnoyingUI,FriendsDevelopers,RightWrongWay,UnderstandComputers,SeriousWork,InvestTimeTools,WorkPayCare,KinshipDevelopers,ChallengeMyself,CompetePeers,ChangeWorld,JobSeekingStatus,HoursPerWeek,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobLeaders,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,ImportantBenefits,ClickyKeys,JobProfile,ResumePrompted,LearnedHiring,ImportantHiringAlgorithms,ImportantHiringTechExp,ImportantHiringCommunication,ImportantHiringOpenSource,ImportantHiringPMExp,ImportantHiringCompanies,ImportantHiringTitles,ImportantHiringEducation,ImportantHiringRep,ImportantHiringGettingThingsDone,Currency,Overpaid,TabsSpaces,EducationImportant,EducationTypes,SelfTaughtTypes,TimeAfterBootcamp,CousinEducation,WorkStart,HaveWorkedLanguage,WantWorkLanguage,HaveWorkedFramework,WantWorkFramework,HaveWorkedDatabase,WantWorkDatabase,HaveWorkedPlatform,WantWorkPlatform,IDE,AuditoryEnvironment,Methodology,VersionControl,CheckInCode,ShipIt,OtherPeoplesCode,ProjectManagement,EnjoyDebugging,InTheZone,DifficultCommunication,CollaborateRemote,MetricAssess,EquipmentSatisfiedMonitors,EquipmentSatisfiedCPU,EquipmentSatisfiedRAM,EquipmentSatisfiedStorage,EquipmentSatisfiedRW,InfluenceInternet,InfluenceWorkstation,InfluenceHardware,InfluenceServers,InfluenceTechStack,InfluenceDeptTech,InfluenceVizTools,InfluenceDatabase,InfluenceCloud,InfluenceConsultants,InfluenceRecruitment,InfluenceCommunication,StackOverflowDescribes,StackOverflowSatisfaction,StackOverflowDevices,StackOverflowFoundAnswer,StackOverflowCopiedCode,StackOverflowJobListing,StackOverflowCompanyPage,StackOverflowJobSearch,StackOverflowNewQuestion,StackOverflowAnswer,StackOverflowMetaChat,StackOverflowAdsRelevant,StackOverflowAdsDistracting,StackOverflowModeration,StackOverflowCommunity,StackOverflowHelpful,StackOverflowBetter,StackOverflowWhatDo,StackOverflowMakeMoney,Gender,HighestEducationParents,Race,SurveyLong,QuestionsInteresting,QuestionsConfusing,InterestedAnswers,Salary,Salary,ExpectedSalary
,,,United States,,,Did not answer,,Did not answer,26-100,,,3 to 7 years,,Back-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; jQuery; ; ; ; PHP; Python; ; SQL,; ; ; ; ; ; ; Redis; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$40,000 - $60,000",50000,
,,,United States,,,Did not answer,,Did not answer,101-999,,,7 to 15 years,,Other,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; jQuery; ; Node.js; ; PHP; Python; Ruby; ,Node.js; ; CoffeeScript; ; ; ; ; Redis; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$100,000 - $120,000",110000,
,,,United States,,,Did not answer,,Did not answer,3001,,,7 to 15 years,,Desktop Software Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; ; ; ; ; ; ; ; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$80,000 - $100,000",90000,
,,,Other Europe,,,Did not answer,,Did not answer,101-999,,,7 to 15 years,,Other,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; C++; ; Java; ; ; ; ; ; ; Python; ; SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Others,,,Did not answer,,Did not answer,,,,3 to 7 years,,,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Canada,,,Did not answer,,Did not answer,Jan-25,,,3 to 7 years,,Desktop Software Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; jQuery; ; ; Objective-C; ; Python; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Rather not say,Did not answer,
,,,Other Europe,,,Did not answer,,Did not answer,Jan-25,,,3 to 7 years,,Mobile Application Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; C++; ; ; JavaScript; jQuery; ; ; Objective-C; ; Python; ; ,; Haskell; ; ; ; C++11; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Rather not say,Did not answer,
,,,Other Europe,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,3 to 7 years,,Student,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; ; ; ; ; PHP; Python; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Student / Unemployed,Not yet employed,
,,,United States,,,Did not answer,,Did not answer,3001,,,7 to 15 years,,Back-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; ; ; ; ; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$100,000 - $120,000",110000,
,,,Germany,,,Did not answer,,Did not answer,"1,000-3,000",,,7 to 15 years,,Other,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; ; ; ; ; ; PHP; ; ; SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$60,000 - $80,000",70000,
,,,United States,,,Did not answer,,Did not answer,,,,3 to 7 years,,,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Other Europe,,,Did not answer,,Did not answer,"1,000-3,000",,,7 to 15 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; JavaScript; jQuery; ; ; Objective-C; ; ; ; SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$40,000 - $60,000",50000,
,,,Others,,,Did not answer,,Did not answer,"1,000-3,000",,,7 to 15 years,,Mobile Application Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; C++; ; Java; ; ; ; ; ; ; ; ; ,Node.js; ; ; ; ; ; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Rather not say,Did not answer,
,,,Other Europe,,,Did not answer,,Did not answer,101-999,,,3 to 7 years,,Student,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; JavaScript; jQuery; ; Node.js; ; PHP; ; ; SQL,Node.js; ; ; ; ; ; ; ; ; ; PhoneGap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Others,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,3 to 7 years,,Student,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; ; C#; Java; JavaScript; jQuery; ; ; Objective-C; ; Python; ; ,; ; ; ; ; ; WinRT; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Other Europe,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,1 to 3 years,,Student,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; ; ; Java; ; ; ; ; ; ; ; ; SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Student / Unemployed,Not yet employed,
,,,United States,,,Did not answer,,Did not answer,101-999,,,7 to 15 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; ; JavaScript; ; ; ; ; ; ; Ruby; ,; ; CoffeeScript; ; ; ; ; Redis; MongoDB; ; PhoneGap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$100,000 - $120,000",110000,
,,,Others,,,Did not answer,,Did not answer,Jan-25,,,7 to 15 years,,Enterprise Level Services,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; JavaScript; jQuery; ; ; ; ; Python; ; SQL,; ; ; ; ; ; ; ; ; ; PhoneGap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$80,000 - $100,000",90000,
,,,United States,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,3 to 7 years,,Student,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; C++; ; ; ; ; ; ; ; ; Python; ; ,; ; ; ; ; C++11; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$20,000 - $40,000",30000,
,,,Others,,,Did not answer,,Did not answer,3001,,,3 to 7 years,,Back-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; C++; ; ; ; ; ; ; ; ; Python; ; SQL,; Haskell; ; ; ; ; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$20,000 - $40,000",30000,
,,,United Kingdom,,,Did not answer,,Did not answer,101-999,,,7 to 15 years,,Manager of Developers or Team Leader,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; ; JavaScript; jQuery; ; ; ; PHP; ; ; SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$80,000 - $100,000",90000,
,,,United States,,,Did not answer,,Did not answer,Jan-25,,,3 to 7 years,,IT Staff / System Administrator,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; ; C#; ; JavaScript; jQuery; ; Node.js; ; PHP; Python; ; SQL,; Haskell; ; ; ; ; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$40,000 - $60,000",50000,
,,,Others,,,Did not answer,,Did not answer,,,,No Response,,,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Netherlands,,,Did not answer,,Did not answer,Jan-25,,,3 to 7 years,,Student,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; ; JavaScript; jQuery; ; ; ; ; ; ; SQL,; ; ; ; TypeScript; ; WinRT; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Student / Unemployed,Not yet employed,
,,,United States,,,Did not answer,,Did not answer,Jan-25,,,7 to 15 years,,Mobile Application Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; C++; C#; Java; JavaScript; jQuery; ; Node.js; Objective-C; ; Python; ; SQL,Node.js; ; ; ; ; C++11; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,">$140,000","> 140,000",
,,,Others,,,Did not answer,,Did not answer,Jan-25,,,3 to 7 years,,Back-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; ; ; ; ; ; ; ; ; ; ,; ; ; ; TypeScript; ; WinRT; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Rather not say,Did not answer,
,,,India,,,Did not answer,,Did not answer,,,,1 to 3 years,,,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Others,,,Did not answer,,Did not answer,26-100,,,3 to 7 years,,Front-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; jQuery; ; Node.js; ; ; ; ; ,Node.js; ; CoffeeScript; ; ; ; ; Redis; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Rather not say,Did not answer,
,,,United Kingdom,,,Did not answer,,Did not answer,,,,7 to 15 years,,,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,India,,,Did not answer,,Did not answer,101-999,,,3 to 7 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; jQuery; ; ; ; PHP; ; ; SQL,Node.js; ; CoffeeScript; ; ; ; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"<$20,000","< 20,000",
,,,Canada,,,Did not answer,,Did not answer,101-999,,,3 to 7 years,,Mobile Application Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; Java; JavaScript; jQuery; ; ; ; ; ; ; ,; ; ; ; ; C++11; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Other Europe,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,1 to 3 years,,Student,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Student / Unemployed,Not yet employed,
,,,Netherlands,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,1 to 3 years,,Student,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; ; ; ; ; ; ; ; ,; ; CoffeeScript; ; ; ; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Netherlands,,,Did not answer,,Did not answer,,,,7 to 15 years,,,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Italy,,,Did not answer,,Did not answer,Jan-25,,,3 to 7 years,,Student,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; C++; ; ; ; ; ; ; ; ; ; ; ,; ; ; ; ; C++11; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Student / Unemployed,Not yet employed,
,,,United Kingdom,,,Did not answer,,Did not answer,Jan-25,,,7 to 15 years,,Desktop Software Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; C++; ; ; JavaScript; jQuery; ; ; ; PHP; ; ; SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Student / Unemployed,Not yet employed,
,,,India,,,Did not answer,,Did not answer,Jan-25,,,1 to 3 years,,Back-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; ; ; ; JavaScript; jQuery; ; ; ; PHP; ; ; SQL,; ; ; ; ; ; ; ; ; ; PhoneGap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Rather not say,Did not answer,
,,,Others,,,Did not answer,,Did not answer,Jan-25,,,7 to 15 years,,Full-Stack Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; JavaScript; jQuery; ; ; ; PHP; ; ; SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$20,000 - $40,000",30000,
,,,Other Europe,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,3 to 7 years,,Mobile Application Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; ; jQuery; ; ; ; ; ; ; ,; ; ; ; ; ; ; ; ; ; PhoneGap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Student / Unemployed,Not yet employed,
,,,United States,,,Did not answer,,Did not answer,"1,000-3,000",,,7 to 15 years,,Other,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; ; ; ; ; ; ; Python; ; SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Other Europe,,,Did not answer,,Did not answer,26-100,,,7 to 15 years,,Manager of Developers or Team Leader,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; ; ; ; ; ; ; ; ; SQL,; ; ; ; ; ; ; ; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Others,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,7 to 15 years,,Back-End Web Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; ; jQuery; ; ; ; PHP; ; ; ,Node.js; ; ; ; ; ; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,Netherlands,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,7 to 15 years,,Student,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; ; ; Java; JavaScript; jQuery; ; ; ; PHP; Python; Ruby; SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Student / Unemployed,Not yet employed,
,,,United States,,,Did not answer,,Did not answer,3001,,,7 to 15 years,,"Executive (VP of Eng, CTO, CIO, etc.)",,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; ; jQuery; ; ; ; ; ; ; ,; Haskell; ; ; ; ; ; ; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$120,000 - $140,000",130000,
,,,Other Europe,,,Did not answer,,Did not answer,101-999,,,7 to 15 years,,Mobile Application Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; ; ; ; ; ; ; Node.js; Objective-C; ; ; Ruby; ,Node.js; ; CoffeeScript; ; ; ; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$60,000 - $80,000",70000,
,,,Others,,,Did not answer,,Did not answer,Jan-25,,,7 to 15 years,,Desktop Software Developer,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; C#; ; JavaScript; jQuery; ; ; ; PHP; ; ; SQL,; ; ; ; ; C++11; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"<$20,000","< 20,000",
,,,United States,,,Did not answer,,Did not answer,101-999,,,7 to 15 years,,IT Staff / System Administrator,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; JavaScript; jQuery; ; ; ; ; ; Ruby; SQL,; ; ; ; ; ; ; ; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,"$60,000 - $80,000",70000,
,,,Other Europe,,,Did not answer,,Did not answer,"Other (not working, consultant, etc.)",,,7 to 15 years,,Student,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; Java; ; ; ; ; ; ; ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,Student / Unemployed,Not yet employed,
,,,India,,,Did not answer,,Did not answer,Jan-25,,,1 to 3 years,,Student,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C; C++; C#; Java; JavaScript; jQuery; ; ; ; PHP; ; ; SQL,; ; ; ; ; ; ; ; MongoDB; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
,,,United States,,,Did not answer,,Did not answer,,,,3 to 7 years,,,,,,,Did not respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not answer,,,,,,,,,
